age,gender,education,marital_status,num_dependents,annual_income,credit_score,existing_debt,num_credit_cards,months_employed,loan_amount,loan_term_months,loan_purpose,interest_rate,property_ownership,loan_default
39,Male,Bachelor,Divorced,2,59300.0,566.0,31700,4.0,12.0,20600,36,Personal,11.41,Mortgage,1
38,Female,Bachelor,Married,4,51500.0,622.0,18000,4.0,,47400,12,Car,12.15,Mortgage,0
23,Female,High School,Divorced,4,15000.0,692.0,4600,,122.0,9300,24,Home,8.34,Rent,1
23,Female,High School,Married,0,21100.0,570.0,13300,3.0,28.0,21700,24,Personal,10.11,Rent,1
65,Male,Master,Single,1,57400.0,560.0,15000,5.0,32.0,35800,24,Car,6.94,Mortgage,0
21,Female,Bachelor,Married,2,15000.0,626.0,7700,5.0,13.0,15500,48,Home,12.46,Mortgage,1
47,Female,Master,Married,0,59200.0,672.0,14000,5.0,23.0,24400,36,Medical,7.14,Rent,1
28,Male,Bachelor,Married,0,67400.0,503.0,40500,2.0,16.0,16600,36,Education,9.44,Rent,1
47,Male,Bachelor,Single,3,49100.0,631.0,26400,4.0,21.0,24500,48,Education,8.37,Mortgage,0
48,Male,Bachelor,Married,1,65800.0,691.0,43300,2.0,,16600,36,Personal,6.75,Own,1
41,Male,Bachelor,Single,1,42900.0,707.0,6300,0.0,2.0,25900,12,Car,3.39,Mortgage,0
26,Male,Bachelor,Married,2,77100.0,570.0,19000,1.0,55.0,21000,36,Home,11.16,Rent,0
20,Male,Bachelor,Single,1,50000.0,680.0,10400,5.0,55.0,40900,24,Car,8.39,Rent,1
68,Male,High School,Married,0,35600.0,729.0,8300,0.0,19.0,29600,36,Home,14.0,Own,0
48,Female,Bachelor,Married,1,45300.0,,7800,1.0,104.0,33900,48,Education,12.15,Own,0
124,Male,Master,Single,1,100400.0,617.0,49500,6.0,15.0,26700,60,Car,12.11,Own,0
54,Female,Master,Married,4,72400.0,459.0,37300,4.0,24.0,19800,12,Personal,10.7,Own,1
53,Female,Bachelor,Married,0,63800.0,667.0,44100,1.0,63.0,29000,36,Personal,10.76,Rent,1
41,Female,Bachelor,Married,1,57900.0,776.0,22700,7.0,65.0,27400,48,Car,8.97,Own,0
48,Female,High School,Divorced,1,33100.0,716.0,15600,1.0,95.0,1000,36,Home,10.97,Mortgage,0
23,Male,Bachelor,Married,3,34900.0,710.0,27700,3.0,1.0,25400,36,Car,7.16,Rent,1
19,Female,Bachelor,Married,1,73200.0,663.0,34600,,10.0,33100,12,Medical,3.0,Rent,1
37,Male,PhD,Single,1,82000.0,722.0,41100,3.0,49.0,16400,48,Home,10.62,Rent,0
45,Male,Bachelor,Single,4,62500.0,674.0,49800,1.0,20.0,35400,60,Personal,10.69,Own,1
28,Female,Bachelor,Single,0,52000.0,510.0,41400,3.0,2.0,29300,60,Car,4.54,Mortgage,1
21,Male,Bachelor,Married,2,35700.0,721.0,14200,4.0,42.0,20200,48,Personal,10.04,Rent,0
32,Male,Master,Single,0,70100.0,581.0,38200,4.0,24.0,31500,12,Education,9.99,Own,0
23,Female,Bachelor,Single,3,58800.0,655.0,25700,7.0,22.0,20600,48,Personal,11.74,Own,0
66,Female,Bachelor,Married,0,49300.0,709.0,29800,1.0,15.0,28300,36,Medical,8.18,Rent,1
47,Female,PhD,Married,1,98400.0,590.0,74500,6.0,0.0,21900,60,Education,3.93,Rent,1
55,Male,High School,Married,3,23600.0,571.0,7500,6.0,10.0,31600,60,Medical,7.05,Rent,1
68,Female,Master,Single,0,50100.0,688.0,33700,2.0,31.0,41200,60,Personal,7.04,Rent,1
19,Male,High School,Married,3,37600.0,561.0,21000,6.0,15.0,19800,60,Medical,8.15,Mortgage,0
32,Female,Master,Married,2,46200.0,635.0,13700,7.0,100.0,35800,36,Personal,8.87,Mortgage,0
28,Female,Bachelor,Married,0,63000.0,740.0,41500,4.0,7.0,21400,48,Home,7.79,Rent,0
25,Female,Bachelor,Single,1,41600.0,,16600,0.0,100.0,21500,60,Car,9.69,Mortgage,0
43,Female,Master,Married,3,99200.0,507.0,18300,6.0,25.0,20300,36,Home,5.21,Own,0
68,Male,High School,Divorced,4,15000.0,633.0,11900,0.0,15.0,4700,48,Personal,9.58,Rent,1
62,Female,High School,Single,3,15000.0,752.0,6000,3.0,17.0,31000,60,Home,6.22,Own,1
61,Female,Bachelor,Divorced,4,,618.0,21500,2.0,19.0,28400,36,Personal,7.9,Own,0
22,Male,Bachelor,Married,1,64800.0,713.0,43100,7.0,34.0,27000,24,Car,3.01,Rent,0
23,Female,Bachelor,Single,2,29300.0,719.0,22600,7.0,21.0,43700,24,Home,11.33,Mortgage,1
43,Male,High School,Married,4,38900.0,601.0,27700,5.0,50.0,45000,24,Car,7.58,Own,1
21,Female,High School,Single,2,38800.0,684.0,18100,3.0,27.0,40700,36,Car,9.52,Own,0
36,Female,High School,Single,3,52400.0,689.0,25300,1.0,53.0,22200,36,Education,6.04,Mortgage,0
37,Female,High School,Married,1,39100.0,723.0,11600,6.0,45.0,21600,36,Education,6.82,Rent,1
50,Male,Bachelor,Married,4,42700.0,520.0,18100,7.0,13.0,12800,36,Car,5.6,Own,0
37,Female,Master,Divorced,3,78900.0,753.0,60200,4.0,80.0,25700,60,Personal,8.98,Own,1
66,Female,Master,Married,0,85600.0,705.0,52100,2.0,77.0,25100,24,Car,10.23,Mortgage,0
29,Female,Master,Single,3,82000.0,560.0,8900,3.0,216.0,31500,60,Education,5.5,Rent,0
64,Male,High School,Married,2,59600.0,640.0,10800,3.0,9.0,12200,24,Personal,8.92,Own,0
18,Male,Bachelor,Married,1,32000.0,717.0,23900,0.0,90.0,20500,36,Home,7.77,Rent,1
43,Female,High School,Married,1,38800.0,564.0,26900,1.0,,4700,36,Car,9.08,Rent,0
31,Male,Bachelor,Married,3,48500.0,576.0,21400,3.0,49.0,16400,48,Car,5.8,Rent,0
55,Female,Bachelor,Divorced,0,45200.0,651.0,24000,7.0,34.0,35700,36,Education,9.9,Mortgage,1
54,Female,High School,Married,2,44300.0,615.0,13400,0.0,151.0,11800,24,Home,7.66,Own,0
28,Female,High School,Married,3,15000.0,670.0,9800,2.0,173.0,45900,36,Home,8.08,Mortgage,1
53,Female,PhD,Single,3,90400.0,716.0,47200,3.0,49.0,37100,24,Car,15.52,Mortgage,0
30,Male,Bachelor,Divorced,1,50500.0,672.0,29600,5.0,21.0,31000,36,Home,3.21,Rent,0
60,Male,Bachelor,Single,2,56600.0,649.0,20500,5.0,82.0,41000,36,Car,10.12,Mortgage,0
20,Male,High School,Single,0,50100.0,716.0,20100,0.0,4.0,23500,36,Home,9.81,Rent,0
50,Male,High School,Single,1,38000.0,642.0,9300,5.0,16.0,16100,48,Education,10.39,Mortgage,0
23,Male,Master,Married,3,75900.0,590.0,58000,7.0,203.0,23800,60,Home,10.26,Rent,0
67,Female,High School,Married,1,40400.0,742.0,30800,1.0,81.0,4400,36,Medical,9.08,Own,0
27,Female,Bachelor,Married,1,23600.0,457.0,15900,7.0,135.0,39300,12,Personal,9.73,Rent,1
22,Female,High School,Divorced,4,27800.0,655.0,21000,4.0,43.0,20800,48,Personal,16.56,Own,1
40,Female,Bachelor,Divorced,1,59800.0,621.0,33800,5.0,25.0,15900,36,Personal,7.98,Own,0
27,Female,High School,Single,1,34500.0,576.0,9100,7.0,187.0,17300,36,Medical,7.95,Mortgage,0
61,Female,Master,Single,2,81500.0,674.0,51500,2.0,18.0,25200,36,Education,5.3,Mortgage,0
19,Female,Master,Married,1,55100.0,687.0,18100,3.0,68.0,26400,48,Home,6.03,Rent,0
30,Female,Master,Divorced,0,47200.0,584.0,19300,7.0,39.0,23200,60,Car,9.17,Mortgage,0
57,Male,Bachelor,Married,3,36800.0,538.0,10700,0.0,12.0,23200,60,Car,9.61,Own,0
19,Male,Master,Married,2,69100.0,,27400,3.0,1.0,31600,60,Home,8.16,Mortgage,1
37,Male,Bachelor,Single,1,26100.0,795.0,15000,4.0,23.0,11800,48,Personal,10.46,Mortgage,0
18,Female,Bachelor,Married,0,83100.0,804.0,14700,7.0,38.0,27700,60,Personal,7.3,Own,0
54,Female,Bachelor,Married,3,49300.0,652.0,8600,3.0,10.0,21200,12,Home,15.96,Own,0
26,Male,High School,Married,2,24200.0,540.0,14000,3.0,26.0,1000,48,Education,8.96,Mortgage,0
34,Male,High School,Single,0,,638.0,25000,0.0,46.0,12000,12,Education,10.52,Rent,0
26,Female,Master,Divorced,1,,474.0,37800,7.0,60.0,15500,48,Medical,8.98,Rent,0
28,Male,High School,Married,4,33500.0,675.0,7600,4.0,3.0,45000,24,Medical,6.69,Mortgage,0
32,Male,Bachelor,Single,4,33000.0,570.0,13300,2.0,52.0,30400,36,Home,6.98,Mortgage,0
41,Female,Bachelor,Married,2,38500.0,553.0,24300,0.0,3.0,28300,24,Medical,5.06,Mortgage,0
55,Male,Master,Married,0,44800.0,,26000,6.0,1.0,19200,36,Medical,3.33,Mortgage,0
52,Male,PhD,Married,3,89100.0,638.0,15800,4.0,8.0,18900,36,Education,11.35,Own,0
47,Female,Master,Married,0,54800.0,719.0,42700,4.0,51.0,10800,12,Car,6.67,Own,0
48,Female,Bachelor,Married,4,46200.0,747.0,11800,3.0,3.0,21100,48,Personal,8.31,Mortgage,1
66,Female,High School,Divorced,2,34400.0,643.0,8700,1.0,1.0,41500,60,Personal,13.1,Mortgage,1
22,Male,Bachelor,Single,1,38400.0,650.0,16200,1.0,6.0,9200,48,Education,12.01,Mortgage,0
61,Male,High School,Single,0,47900.0,735.0,15800,7.0,,18000,48,Home,8.95,Own,0
67,Male,High School,Single,4,41200.0,607.0,32500,2.0,114.0,36100,48,Car,7.87,Mortgage,1
31,Female,Bachelor,Married,3,,742.0,8100,3.0,4.0,36100,60,Personal,8.04,Own,1
28,Female,Bachelor,Married,2,55900.0,488.0,17600,1.0,17.0,16400,36,Home,15.11,Own,1
26,Male,PhD,Divorced,1,86000.0,622.0,31600,0.0,141.0,39000,36,Car,9.02,Own,0
51,Female,High School,Married,0,58800.0,665.0,26200,7.0,5.0,19800,60,Home,17.48,Mortgage,1
29,Male,Bachelor,Married,3,39200.0,554.0,4400,2.0,5.0,11200,36,Car,4.6,Mortgage,0
52,Male,High School,Divorced,1,27100.0,680.0,4300,3.0,4.0,43000,12,Home,8.64,Rent,0
52,Male,Master,Single,4,68800.0,664.0,19300,5.0,180.0,26100,48,Home,12.0,Own,0
18,Male,Master,Married,4,52300.0,591.0,25500,0.0,65.0,23000,24,Education,11.74,Mortgage,0
57,Female,Master,Married,3,81400.0,588.0,51900,1.0,12.0,27100,36,Personal,10.39,Mortgage,0
39,Male,Master,Married,4,95500.0,580.0,55400,1.0,2.0,13400,24,Education,6.67,Own,1
46,Male,Bachelor,Married,2,25700.0,525.0,12800,1.0,,18300,48,Education,4.56,Mortgage,0
25,Female,Bachelor,Married,3,91800.0,779.0,34700,1.0,27.0,42200,60,Personal,7.96,Mortgage,0
28,Male,Bachelor,Single,4,63400.0,,45000,4.0,44.0,47300,12,Car,11.63,Rent,0
58,Female,Bachelor,Married,0,,542.0,33500,5.0,16.0,11600,24,Home,13.6,Own,0
54,Female,Bachelor,Married,4,65600.0,640.0,20300,2.0,68.0,20300,24,Home,8.83,Mortgage,0
31,Male,Bachelor,Married,2,37800.0,669.0,20400,2.0,11.0,25100,48,Personal,8.21,Own,0
47,Male,PhD,Married,1,98600.0,585.0,57600,1.0,74.0,27400,36,Medical,9.13,Own,0
52,Male,PhD,Divorced,1,114100.0,621.0,43200,2.0,13.0,13600,36,Home,9.16,Mortgage,0
38,Male,Master,Married,4,57600.0,754.0,6900,5.0,5.0,32800,24,Medical,12.06,Rent,0
54,Male,Master,Married,1,,557.0,8800,0.0,31.0,33700,36,Personal,7.39,Mortgage,0
22,Female,Bachelor,Married,4,,603.0,28900,0.0,81.0,35200,36,Home,8.15,Mortgage,0
36,Female,High School,Married,2,28500.0,490.0,4000,6.0,23.0,34000,36,Medical,9.89,Mortgage,1
141,Male,High School,Divorced,1,45800.0,796.0,23600,2.0,1.0,26000,24,Car,6.6,Rent,0
43,Female,Bachelor,Married,0,67400.0,,15400,1.0,39.0,36900,36,Education,5.74,Rent,0
21,Female,Master,Married,4,73700.0,646.0,19200,3.0,55.0,31500,36,Education,12.71,Rent,0
42,Female,High School,Single,1,42300.0,593.0,12300,5.0,65.0,7200,36,Personal,8.43,Mortgage,0
62,Female,PhD,Married,2,122500.0,589.0,15500,1.0,25.0,7300,36,Education,11.17,Mortgage,0
59,Female,High School,Single,2,33300.0,628.0,7500,4.0,5.0,28700,48,Education,10.57,Rent,0
42,Male,Bachelor,Married,0,55200.0,690.0,30700,7.0,42.0,40400,36,Car,4.37,Own,0
35,Male,Bachelor,Single,2,58300.0,565.0,26200,3.0,19.0,30400,60,Home,6.54,Mortgage,1
57,Female,High School,Single,2,20400.0,613.0,13400,5.0,141.0,32100,24,Medical,8.69,Own,1
25,Male,High School,Single,1,36700.0,719.0,5200,4.0,34.0,12300,12,Home,7.78,Own,0
56,Female,Bachelor,Single,4,60100.0,779.0,43400,2.0,31.0,25800,24,Car,9.23,Mortgage,1
57,Female,Master,Single,3,72500.0,693.0,57800,4.0,18.0,38700,36,Home,9.06,Rent,0
31,Male,Bachelor,Divorced,2,50600.0,597.0,5600,2.0,20.0,30300,24,Car,10.86,Rent,0
49,Male,Bachelor,Married,2,46800.0,638.0,36400,4.0,35.0,26300,12,Car,8.37,Mortgage,1
68,Male,Bachelor,Married,3,57700.0,683.0,15300,,18.0,32100,36,Personal,8.71,Mortgage,0
55,Female,High School,Married,2,23900.0,627.0,14000,4.0,107.0,27700,48,Car,4.19,Rent,1
50,Male,PhD,Single,1,94600.0,707.0,28800,1.0,28.0,39100,48,Education,6.7,Mortgage,0
40,Male,High School,Divorced,1,46500.0,592.0,21600,2.0,17.0,27700,36,Education,6.85,Mortgage,0
32,Male,PhD,Single,3,80600.0,779.0,36900,0.0,8.0,24600,36,Personal,7.17,Own,1
50,Male,Bachelor,Single,2,58500.0,643.0,20600,4.0,54.0,12400,48,Car,7.39,Mortgage,0
42,Male,PhD,Married,2,105900.0,600.0,63800,2.0,1.0,39600,36,Personal,10.3,Own,1
34,Male,High School,Single,4,54500.0,697.0,28300,0.0,29.0,13700,48,Home,13.82,Rent,0
50,Female,Bachelor,Married,2,51000.0,572.0,23200,2.0,38.0,27800,60,Medical,4.45,Rent,0
64,Male,High School,Married,1,34300.0,662.0,27000,7.0,20.0,34600,60,Home,7.9,Mortgage,1
19,Male,High School,Married,0,32700.0,762.0,24800,6.0,67.0,46500,36,Personal,5.9,Own,0
31,Male,Bachelor,Married,0,48100.0,,37000,2.0,54.0,27700,36,Home,4.48,Mortgage,0
57,Male,High School,Single,0,43400.0,745.0,31100,7.0,171.0,41700,48,Car,6.92,Mortgage,0
57,Female,Bachelor,Married,0,51900.0,547.0,14500,0.0,34.0,25300,36,Car,5.34,Own,1
68,Female,High School,Single,2,42400.0,716.0,14600,0.0,37.0,18300,48,Personal,9.2,Mortgage,0
56,Male,Bachelor,Married,2,62300.0,574.0,16300,,14.0,58200,36,Home,8.01,Rent,0
68,Female,Master,Single,4,57800.0,745.0,45700,5.0,23.0,10400,48,Medical,7.6,Rent,0
23,Male,Bachelor,Married,2,49000.0,604.0,10100,6.0,1.0,60100,24,Personal,9.42,Own,1
23,Male,Bachelor,Married,0,54000.0,621.0,19300,4.0,56.0,44500,12,Home,4.2,Rent,0
20,Female,Bachelor,Married,3,32300.0,575.0,7700,4.0,18.0,18100,36,Personal,5.46,Own,1
24,Female,Master,Divorced,3,70500.0,457.0,18100,6.0,37.0,32800,36,Home,9.57,Mortgage,0
68,Female,Bachelor,Divorced,1,47000.0,559.0,12800,2.0,14.0,8200,12,Personal,5.43,Own,0
25,Male,Bachelor,Married,1,53200.0,515.0,29100,6.0,47.0,32100,36,Personal,3.0,Rent,1
59,Female,PhD,Married,2,53500.0,487.0,8200,1.0,28.0,28900,24,Personal,13.31,Rent,1
69,Male,Master,Single,3,43400.0,674.0,21700,7.0,32.0,35400,36,Education,9.53,Rent,1
32,Male,Bachelor,Married,0,50100.0,772.0,33700,1.0,137.0,20200,36,Personal,11.55,Own,1
64,Female,Bachelor,Single,0,37000.0,794.0,23600,5.0,59.0,26900,24,Home,6.32,Own,0
46,Male,Master,Single,0,35900.0,557.0,7400,2.0,15.0,30700,36,Car,4.35,Own,0
50,Female,Bachelor,Divorced,2,69300.0,641.0,51300,3.0,34.0,19100,24,Car,9.36,Rent,0
69,Female,High School,Married,2,51200.0,743.0,32700,0.0,30.0,41900,48,Car,5.19,Own,1
47,Male,High School,Married,4,42500.0,545.0,4400,2.0,76.0,26600,24,Personal,11.56,Own,0
56,Male,Master,Single,0,66400.0,746.0,40900,7.0,,29100,48,Home,9.22,Own,0
44,Female,Bachelor,Married,0,55400.0,748.0,34100,4.0,16.0,15000,12,Personal,9.09,Mortgage,0
53,Male,Master,Single,2,77500.0,494.0,34700,1.0,83.0,5200,36,Medical,9.12,Mortgage,1
46,Female,Bachelor,Single,2,,,8200,7.0,9.0,8800,36,Personal,14.6,Mortgage,0
55,Female,Bachelor,Single,4,55800.0,618.0,28200,1.0,69.0,32200,12,Personal,10.46,Rent,1
50,Male,High School,Married,4,22800.0,725.0,14500,1.0,14.0,15500,24,Personal,7.89,Own,1
54,Female,High School,Married,1,25400.0,528.0,7400,3.0,17.0,33700,36,Home,8.91,Rent,1
44,Female,PhD,Single,3,61600.0,487.0,34900,4.0,92.0,44900,12,Education,5.89,Rent,1
50,Male,Master,Married,0,61500.0,655.0,21400,3.0,26.0,34300,36,Car,6.93,Rent,0
21,Female,Bachelor,Single,0,62200.0,701.0,31200,0.0,224.0,30100,36,Home,12.25,Rent,0
39,Male,Bachelor,Married,4,19900.0,596.0,7300,2.0,8.0,32900,24,Car,8.63,Rent,1
19,Female,Bachelor,Divorced,4,80500.0,602.0,25200,2.0,30.0,38200,36,Medical,10.79,Own,0
27,Female,Bachelor,Married,1,47700.0,700.0,33300,6.0,63.0,28700,60,Home,5.83,Own,0
22,Male,Bachelor,Divorced,3,77800.0,580.0,48800,1.0,0.0,33000,60,Car,11.04,Own,1
27,Male,High School,Divorced,1,21000.0,586.0,7200,6.0,8.0,18200,12,Car,7.91,Own,0
50,Female,Bachelor,Married,3,55700.0,,22500,1.0,1.0,13300,24,Home,9.18,Own,0
55,Male,Master,Married,0,78900.0,681.0,46100,0.0,237.0,18900,36,Medical,8.68,Own,0
30,Female,PhD,Divorced,1,102300.0,632.0,68300,7.0,69.0,21100,24,Medical,9.05,Own,0
48,Male,High School,Married,4,26300.0,769.0,15200,3.0,22.0,20600,12,Personal,8.17,Own,1
64,Female,Master,Single,1,102000.0,710.0,48800,5.0,8.0,38800,24,Car,12.35,Own,0
53,Female,Bachelor,Divorced,1,43300.0,622.0,33300,5.0,5.0,1000,12,Car,3.98,Own,0
62,Female,Bachelor,Married,0,52000.0,547.0,33400,5.0,36.0,22400,36,Car,10.1,Rent,1
41,Male,High School,Single,4,15000.0,729.0,2700,4.0,179.0,33900,36,Personal,6.49,Mortgage,1
69,Female,Bachelor,Married,4,67100.0,,32900,0.0,54.0,33500,12,Car,5.63,Mortgage,0
32,Female,Bachelor,Married,2,63400.0,642.0,24500,2.0,22.0,15200,36,Car,14.91,Mortgage,0
46,Male,Bachelor,Married,2,63400.0,672.0,41600,2.0,33.0,45900,36,Car,5.65,Rent,0
25,Male,Master,Married,2,84300.0,706.0,11100,3.0,,8400,36,Home,3.05,Rent,0
22,Male,Master,Married,0,62900.0,778.0,24400,6.0,35.0,20800,60,Home,11.37,Own,0
46,Female,Bachelor,Married,1,63700.0,721.0,20600,0.0,160.0,21300,60,Personal,7.02,Mortgage,0
64,Female,PhD,Married,4,79900.0,686.0,15900,4.0,1.0,21200,36,Medical,12.32,Mortgage,0
21,Male,Bachelor,Married,4,,724.0,20500,0.0,61.0,41300,48,Car,3.0,Mortgage,0
29,Female,High School,Married,1,45500.0,742.0,26000,0.0,47.0,25200,12,Education,14.06,Own,0
62,Male,Bachelor,Married,4,55200.0,672.0,19500,3.0,55.0,28800,36,Car,11.33,Rent,0
19,Male,High School,Married,1,36100.0,723.0,18300,7.0,41.0,35600,48,Personal,7.88,Own,1
44,Female,Bachelor,Married,0,73100.0,,37600,4.0,2.0,17300,36,Personal,3.3,Mortgage,0
48,Female,High School,Divorced,0,41300.0,733.0,21100,5.0,8.0,23100,24,Personal,4.51,Own,0
68,Male,High School,Single,0,48100.0,597.0,22600,2.0,,45100,12,Home,6.43,Rent,1
68,Male,Master,Single,1,67900.0,569.0,12400,7.0,13.0,29500,36,Medical,10.64,Own,1
53,Female,Bachelor,Married,1,53700.0,640.0,13600,1.0,238.0,11900,36,Personal,5.91,Mortgage,0
53,Male,Bachelor,Married,3,47000.0,543.0,31000,6.0,55.0,14700,60,Medical,3.0,Own,1
43,Male,High School,Single,4,32300.0,602.0,14600,5.0,28.0,35700,24,Car,9.18,Mortgage,0
60,Male,Bachelor,Single,4,75700.0,680.0,45000,4.0,121.0,11400,60,Medical,11.49,Rent,0
44,Female,Bachelor,Single,3,36600.0,672.0,18300,2.0,76.0,19300,12,Medical,15.09,Rent,0
22,Female,Master,Married,3,74700.0,701.0,9500,5.0,27.0,27400,60,Car,5.42,Own,1
37,Male,Bachelor,Single,0,51600.0,702.0,33900,7.0,3.0,25200,48,Home,5.74,Mortgage,0
28,Female,High School,Married,3,32900.0,680.0,4800,7.0,97.0,42800,12,Medical,3.0,Mortgage,0
27,Female,Bachelor,Married,1,48700.0,582.0,37000,3.0,70.0,1000,24,Personal,3.86,Rent,0
57,Male,High School,Divorced,2,40500.0,724.0,10200,6.0,75.0,30800,12,Personal,5.3,Rent,0
55,Female,Bachelor,Married,1,36900.0,641.0,16900,4.0,66.0,21600,60,Home,5.82,Own,0
23,Female,Bachelor,Single,3,64400.0,669.0,9300,4.0,15.0,40800,36,Personal,6.9,Own,1
25,Male,Master,Married,4,56700.0,658.0,41200,2.0,94.0,22200,48,Home,10.28,Rent,0
40,Male,High School,Divorced,1,40700.0,,32000,2.0,0.0,22500,24,Personal,10.03,Rent,1
64,Female,Bachelor,Married,4,57400.0,,11600,0.0,13.0,25000,60,Home,6.96,Rent,1
43,Female,High School,Divorced,1,26400.0,623.0,8100,7.0,2.0,17100,24,Car,8.55,Rent,1
63,Female,Bachelor,Married,4,41100.0,693.0,4600,0.0,6.0,17900,24,Home,4.43,Mortgage,0
60,Male,Bachelor,Single,1,40900.0,652.0,26600,4.0,36.0,23200,36,Medical,6.8,Mortgage,1
29,Female,Master,Married,4,66600.0,611.0,21200,1.0,2.0,44700,36,Car,4.62,Rent,0
43,Male,High School,Single,2,20500.0,,10500,3.0,10.0,19100,12,Personal,6.28,Rent,1
30,Male,High School,Married,0,34700.0,627.0,4400,2.0,13.0,16800,36,Education,14.07,Mortgage,0
57,Female,Bachelor,Single,1,34400.0,679.0,20700,0.0,51.0,20200,12,Car,8.94,Rent,1
35,Male,High School,Single,2,31800.0,693.0,15000,3.0,30.0,25000,36,Car,6.72,Rent,0
42,Male,High School,Divorced,0,53100.0,637.0,32300,6.0,29.0,46500,36,Home,9.93,Mortgage,0
50,Male,Bachelor,Single,1,58100.0,664.0,37900,5.0,70.0,15800,24,Home,7.32,Mortgage,0
64,Male,High School,Divorced,2,52100.0,559.0,8500,5.0,29.0,55000,36,Medical,13.55,Mortgage,1
57,Male,High School,Single,2,24000.0,681.0,12100,7.0,21.0,30400,48,Education,9.56,Own,1
60,Female,Master,Single,2,51700.0,651.0,28700,4.0,158.0,13000,12,Home,5.02,Rent,0
29,Male,Bachelor,Divorced,3,64700.0,663.0,29900,2.0,0.0,18400,36,Education,12.46,Own,0
61,Female,High School,Married,4,40200.0,632.0,9200,7.0,17.0,1800,48,Home,10.36,Rent,1
53,Female,Bachelor,Married,0,62100.0,667.0,40800,5.0,45.0,26300,24,Education,9.9,Rent,0
65,Female,Bachelor,Single,4,73500.0,701.0,58700,6.0,73.0,37600,36,Personal,10.98,Own,1
21,Male,Bachelor,Married,4,56400.0,670.0,43900,2.0,81.0,25400,24,Car,10.69,Rent,0
22,Female,Bachelor,Married,4,72000.0,504.0,46400,0.0,2.0,34600,24,Personal,10.04,Rent,1
54,Female,High School,Married,2,33800.0,672.0,13300,5.0,59.0,30100,48,Personal,8.02,Mortgage,0
25,Female,Bachelor,Married,4,,619.0,8200,1.0,61.0,39500,24,Car,11.22,Own,0
59,Female,Bachelor,Divorced,3,55600.0,593.0,8200,5.0,12.0,13200,36,Education,7.98,Rent,0
66,Female,Bachelor,Married,1,43200.0,758.0,16900,2.0,6.0,35600,48,Education,12.48,Rent,1
45,Male,Master,Divorced,2,,575.0,22000,1.0,66.0,47600,24,Car,9.99,Own,0
48,Female,Bachelor,Married,0,47300.0,584.0,13200,3.0,14.0,55800,36,Personal,9.06,Rent,0
26,Female,Bachelor,Married,1,54200.0,471.0,39300,5.0,,42000,60,Personal,10.4,Mortgage,1
68,Female,Bachelor,Single,1,53200.0,765.0,41400,2.0,12.0,27100,36,Personal,8.97,Own,0
46,Female,Bachelor,Married,1,53700.0,721.0,41000,5.0,2.0,13400,12,Medical,12.32,Rent,0
31,Male,High School,Divorced,4,973327.0,623.0,17300,5.0,14.0,15200,36,Car,11.35,Rent,1
57,Female,High School,Single,4,40100.0,699.0,29300,2.0,20.0,22900,12,Personal,8.72,Own,1
58,Male,Master,Single,2,68300.0,472.0,13600,1.0,15.0,47300,24,Medical,3.0,Own,0
39,Male,Bachelor,Single,4,,688.0,33600,0.0,121.0,18600,48,Medical,11.09,Mortgage,0
28,Male,Bachelor,Single,4,537243.0,581.0,23600,6.0,13.0,27200,12,Personal,9.75,Mortgage,1
40,Male,Bachelor,Divorced,4,42800.0,784.0,18100,5.0,30.0,36300,12,Personal,15.78,Mortgage,0
18,Female,Bachelor,Divorced,2,54400.0,679.0,41700,4.0,152.0,1000,36,Home,4.6,Rent,0
63,Male,High School,Married,2,23900.0,660.0,8000,3.0,101.0,12200,60,Car,7.84,Mortgage,0
54,Male,Master,Single,3,74200.0,584.0,34800,2.0,18.0,48400,24,Medical,3.86,Own,0
38,Female,High School,Married,3,44600.0,585.0,6800,5.0,19.0,37500,24,Education,6.32,Mortgage,1
43,Female,Master,Married,3,69800.0,,48600,6.0,43.0,37600,36,Medical,13.17,Rent,1
63,Female,Master,Divorced,3,75100.0,584.0,29200,0.0,120.0,13700,36,Car,3.51,Mortgage,0
53,Female,Master,Married,1,104800.0,580.0,61900,2.0,0.0,42400,36,Car,4.32,Own,0
40,Female,Bachelor,Single,1,74100.0,763.0,42800,7.0,24.0,15200,60,Home,10.24,Mortgage,0
18,Male,High School,Married,3,29500.0,673.0,16900,5.0,91.0,26100,24,Medical,9.08,Rent,0
68,Male,Bachelor,Divorced,3,55900.0,562.0,25400,3.0,,33300,24,Home,7.51,Own,1
57,Female,Bachelor,Married,0,39900.0,694.0,11700,4.0,61.0,35000,24,Medical,3.0,Rent,0
32,Male,Bachelor,Married,1,64000.0,628.0,34400,2.0,,30900,48,Personal,12.3,Rent,1
38,Female,Master,Single,0,72500.0,509.0,56100,5.0,,22600,36,Car,7.79,Own,1
64,Male,Bachelor,Married,0,34800.0,610.0,23800,,29.0,2800,48,Home,5.44,Rent,1
26,Male,Bachelor,Married,4,,566.0,13000,0.0,40.0,26000,60,Home,9.46,Rent,0
26,Female,Bachelor,Single,2,46200.0,670.0,5400,4.0,60.0,1000,12,Car,12.27,Own,0
27,Female,Bachelor,Married,1,24100.0,598.0,10800,2.0,83.0,31800,60,Home,7.7,Rent,1
69,Female,Bachelor,Single,3,48000.0,657.0,30900,5.0,68.0,13300,24,Education,6.55,Own,0
