transaction_amount,transaction_hour,transaction_day,merchant_category,payment_method,customer_age,account_age_months,avg_monthly_spend,num_transactions_30d,num_countries_30d,failed_transactions_7d,velocity_1h,distance_from_home_km,is_foreign_transaction,is_fraud
96.14,13,Fri,Grocery,Debit,73,15,807.43,41,1,0.0,1,25.9,0,0
517.21,13,Sat,Online,Credit,61,7,817.87,49,1,0.0,1,5.5,0,1
30.78,12,Tue,Grocery,Debit,43,29,887.69,40,2,0.0,1,1.5,0,1
304.45,6,Mon,Restaurant,Prepaid,26,104,968.83,15,1,0.0,1,32.4,0,0
224.82,11,Sat,Travel,Credit,18,26,1176.29,41,1,0.0,1,16.4,0,0
221.05,22,Mon,Gas,Debit,52,64,307.08,37,4,0.0,1,22.9,0,0
279.44,14,Sun,Gas,Credit,61,51,1034.43,4,4,0.0,1,30.2,0,0
214.71,18,Sat,Online,Debit,37,26,284.74,26,1,0.0,4,10.5,0,0
147.61,10,Thu,Grocery,Credit,62,38,,52,2,0.0,1,,0,0
21.1,14,Sun,Electronics,Credit,72,19,928.09,18,1,0.0,2,,0,0
4.96,11,Mon,Electronics,Credit,23,27,769.36,41,5,0.0,1,12.1,1,1
380.46,2,Tue,Grocery,Debit,59,25,784.99,53,1,0.0,1,35.1,0,0
143.82,16,Thu,Electronics,Credit,27,44,854.77,59,2,0.0,1,11.5,0,0
238.84,2,Wed,Electronics,Prepaid,65,19,1236.39,35,2,0.0,5,,0,1
,18,Sun,Travel,Credit,76,4,1200.98,54,1,,1,3.8,0,0
18.72,19,Mon,Gas,Prepaid,50,56,1154.16,41,2,0.0,2,27.2,0,0
20.06,3,Thu,Restaurant,Debit,33,42,261.44,41,1,0.0,2,17.1,0,0
173.55,2,Thu,Online,Credit,53,108,,29,1,,1,10.4,0,0
84.4,15,Fri,Restaurant,Credit,23,20,50.0,53,1,0.0,5,,1,1
33.57,11,Tue,Electronics,Debit,36,3,50.0,24,4,1.0,1,16.0,0,0
101.47,7,Wed,Travel,Debit,48,5,1249.57,4,1,0.0,1,5.5,0,0
9.95,23,Sat,Grocery,Debit,19,53,221.23,21,1,4.0,1,9.5,0,0
130.83,16,Tue,Grocery,Credit,35,3,728.35,39,1,0.0,1,6.9,0,0
47.0,6,Sat,Restaurant,Credit,59,86,1361.74,7,1,1.0,1,9.8,1,0
239.6,10,Thu,Healthcare,Prepaid,45,12,1033.51,23,1,0.0,2,13.9,0,0
55.74,17,Fri,Online,Credit,77,82,948.0,40,2,2.0,1,3.8,1,1
91.11,0,Fri,Grocery,Credit,21,53,778.23,59,5,0.0,2,10.0,0,1
1.75,2,Tue,Online,Credit,78,74,850.36,21,1,0.0,1,9.7,1,0
11.28,3,Thu,Online,Debit,18,9,549.93,1,1,0.0,7,6.7,0,1
74.76,12,Sat,Gas,Debit,64,33,608.17,59,1,5.0,1,130.0,0,1
98.07,5,Wed,Online,Credit,59,4,834.59,41,1,4.0,2,1.5,0,1
137.45,13,Sun,Restaurant,Credit,67,8,892.96,25,1,0.0,2,20.6,0,0
51.73,4,Wed,Electronics,Credit,33,13,736.86,31,1,0.0,1,3.8,0,1
178.11,15,Mon,Travel,Credit,62,49,50.0,55,1,0.0,1,36.6,1,0
295.05,14,Wed,Travel,Credit,75,1,1425.95,44,1,0.0,1,49.1,0,0
227.02,14,Sun,Travel,Prepaid,64,84,1174.91,38,2,0.0,1,10.3,0,0
6.06,3,Tue,Travel,Credit,19,3,718.38,45,4,4.0,1,34.7,1,1
98.24,7,Sat,Healthcare,Credit,69,17,1187.37,5,1,0.0,2,5.8,0,1
16.63,15,Sat,ATM,Debit,53,3,656.59,53,1,0.0,1,3.0,0,0
41.57,15,Wed,ATM,Credit,18,53,927.02,31,1,0.0,1,7.6,0,0
647.58,3,Mon,Online,Debit,56,5,50.0,51,3,0.0,1,8.4,1,1
23.06,12,Fri,Healthcare,Credit,40,78,902.69,58,1,0.0,4,10.1,0,0
103.64,12,Tue,Grocery,Credit,43,27,687.46,1,2,0.0,1,9.3,0,1
144.41,1,Fri,Electronics,Prepaid,28,107,887.22,54,1,0.0,1,10.6,0,1
181.83,2,Wed,Restaurant,Debit,75,12,1483.96,56,1,0.0,1,24.8,0,1
123.03,21,Thu,Online,Credit,59,22,792.77,30,1,0.0,1,5.6,0,0
1.47,7,Fri,Travel,Debit,18,43,616.99,18,1,0.0,2,0.4,0,0
59.28,23,Wed,Online,Prepaid,28,64,621.44,8,1,2.0,2,13.5,0,1
109.38,14,Wed,Grocery,Credit,41,20,233.54,56,1,0.0,2,11.9,0,0
13.8,10,Wed,Electronics,Credit,27,80,961.7,26,2,1.0,2,1.2,0,1
64.76,8,Wed,Online,Prepaid,31,5,1013.77,40,1,0.0,5,2.9,0,1
5.07,6,Thu,Grocery,Credit,31,44,826.17,58,1,0.0,1,14.3,0,0
12.28,12,Sat,Restaurant,Debit,24,15,1167.96,15,1,0.0,1,5.4,0,0
75.86,1,Wed,Electronics,Debit,40,4,1171.76,19,1,1.0,1,42.0,0,0
21.36,7,Thu,Restaurant,Debit,60,18,827.93,10,1,2.0,1,,0,0
125.74,6,Fri,Online,Credit,39,76,1034.2,24,1,0.0,1,,0,1
175.42,23,Tue,Restaurant,Credit,77,142,1669.07,16,1,0.0,1,11.9,0,0
241.86,11,Tue,Travel,Debit,53,18,471.18,43,1,1.0,1,85.6,0,0
33.5,18,Sun,Grocery,Credit,44,78,1109.27,31,1,0.0,1,20.1,0,0
27.5,6,Fri,Online,Credit,73,26,834.73,44,1,0.0,3,,0,0
16.57,9,Thu,Restaurant,Credit,19,45,1218.3,16,4,0.0,8,0.3,0,0
,15,Fri,Gas,Credit,56,2,482.6,16,1,0.0,1,13.3,1,1
183.87,2,Mon,Online,Prepaid,68,29,880.11,28,2,0.0,3,4.6,0,1
4.81,9,Thu,Grocery,Credit,63,3,528.16,20,1,0.0,4,20.9,0,0
412.83,5,Thu,ATM,Prepaid,36,11,93.21,35,1,0.0,8,17.5,0,1
8.01,17,Thu,Gas,Credit,79,30,1361.76,59,1,0.0,1,6.2,0,0
116.9,17,Wed,Restaurant,Debit,24,59,626.21,9,1,0.0,3,1.4,1,1
185.2,4,Mon,Grocery,Credit,29,30,463.01,40,1,0.0,1,28.1,0,0
307.16,20,Tue,Healthcare,Debit,20,99,569.24,10,1,0.0,2,17.6,0,0
187.81,6,Sun,Online,Debit,64,60,1529.78,45,1,,2,36.9,0,0
242.72,1,Wed,Grocery,Credit,22,6,1324.21,18,1,3.0,2,6.0,1,1
62.2,10,Wed,Restaurant,Prepaid,25,18,712.72,45,2,1.0,1,21.2,1,1
252.97,12,Mon,Online,Credit,31,40,1144.55,45,2,0.0,3,2.5,0,0
12.53,22,Mon,Gas,Debit,78,100,369.85,15,1,1.0,1,6.9,0,0
337.81,4,Fri,Online,Prepaid,53,158,1009.42,45,1,0.0,1,21.4,0,0
118.98,5,Thu,Restaurant,Debit,24,52,627.77,30,1,0.0,1,34.9,0,0
254.98,23,Thu,Online,Prepaid,24,31,,48,1,0.0,4,7.7,0,1
90.31,13,Tue,Restaurant,Credit,67,51,250.49,32,2,1.0,6,32.1,0,0
154.75,11,Fri,Grocery,Credit,63,11,561.94,40,1,1.0,2,22.6,0,1
112.11,3,Tue,Gas,Credit,49,12,872.76,27,1,0.0,1,8.6,1,0
197.29,22,Tue,Healthcare,Credit,25,38,868.53,27,1,0.0,1,41.8,0,0
12.77,5,Wed,Electronics,Debit,75,74,214.87,19,2,0.0,1,14.2,0,0
9.34,9,Tue,Restaurant,Credit,29,126,411.26,10,1,0.0,1,20.9,0,0
42.57,17,Tue,Gas,Debit,27,15,969.37,44,1,0.0,1,13.7,0,1
26.07,14,Fri,Travel,Credit,31,57,922.41,46,1,0.0,1,12.1,0,0
308.11,7,Fri,Online,Credit,26,69,1062.19,6,1,1.0,1,37.7,0,0
,8,Sat,Online,Debit,55,35,876.08,53,1,2.0,4,7.0,0,0
558.62,4,Wed,Grocery,Credit,47,15,378.72,24,3,0.0,2,0.7,0,0
61.62,9,Mon,Healthcare,Debit,22,35,658.46,9,1,0.0,3,42.4,0,0
30.16,19,Tue,Online,Credit,18,32,1012.41,27,2,2.0,1,34.9,0,1
,5,Sun,ATM,Debit,18,34,399.33,7,1,2.0,1,9.1,0,1
161.25,15,Thu,Gas,Credit,74,35,349.59,6,1,0.0,1,4.1,0,0
103.43,23,Fri,Online,Credit,79,68,678.81,54,3,0.0,1,22.5,0,0
121.57,2,Mon,Grocery,Debit,37,7,908.58,33,1,1.0,2,1.6,0,0
190.52,9,Thu,Restaurant,Debit,66,16,62.87,21,2,1.0,1,11.0,0,0
38.9,10,Mon,ATM,Credit,28,32,703.0,46,2,0.0,3,1.8,1,0
841.29,10,Thu,Grocery,Credit,43,12,1007.42,56,1,0.0,4,18.2,0,1
552.1,16,Sun,Grocery,Credit,61,138,1086.14,38,2,0.0,1,0.6,0,0
157.61,3,Sun,Online,Credit,20,11,398.49,44,3,0.0,1,,0,1
,3,Thu,Online,Debit,23,23,948.78,17,1,1.0,5,22.4,0,1
171.02,16,Wed,Grocery,Debit,79,76,1197.48,31,1,0.0,2,13.4,0,0
11.24,8,Sun,Online,Credit,60,3,1042.68,37,1,1.0,2,3.8,0,0
4.67,18,Fri,Gas,Credit,78,62,635.24,11,1,0.0,2,2.1,0,0
44.7,4,Mon,Travel,Debit,62,30,50.0,28,1,0.0,1,7.5,0,0
93.16,21,Wed,Online,Credit,28,1,883.73,5,1,0.0,1,12.5,0,1
304.05,23,Tue,Restaurant,Debit,25,84,1431.43,12,1,1.0,1,20.6,0,0
194.84,5,Wed,Grocery,Credit,46,1,1129.62,3,1,4.0,1,0.0,0,1
203.63,2,Wed,Electronics,Debit,27,26,1101.83,56,1,0.0,1,24.8,0,1
83.14,21,Thu,Travel,Credit,51,2,867.39,41,1,0.0,1,24.9,0,0
63.68,0,Wed,Travel,Debit,41,3,1158.71,38,1,4.0,4,11.8,0,1
69.55,19,Tue,Online,Credit,63,79,921.3,54,2,0.0,2,8.4,0,0
659.11,21,Thu,Online,Credit,78,52,,2,1,3.0,1,36.9,0,1
6.14,15,Sat,Gas,Debit,65,8,1156.63,26,1,0.0,1,30.7,0,0
302.65,22,Fri,Online,Credit,34,35,455.55,2,1,0.0,2,81.8,0,0
129.65,10,Wed,Grocery,Credit,49,57,826.89,54,1,0.0,1,9.3,0,0
86.6,12,Sun,Grocery,Credit,28,79,1095.68,12,1,2.0,2,47.5,0,0
193.79,9,Sun,ATM,Credit,51,23,500.33,40,2,2.0,3,,0,0
100.03,2,Tue,Grocery,Prepaid,41,82,405.82,2,1,0.0,1,10.6,0,0
310.04,8,Mon,Electronics,Debit,72,26,990.87,41,4,0.0,1,12.5,0,0
346.44,11,Fri,Gas,Credit,22,42,354.58,16,1,0.0,3,11.6,0,0
82.15,22,Sat,Restaurant,Debit,46,139,722.88,30,1,0.0,1,19.6,0,0
48.62,13,Sun,ATM,Credit,65,10,1251.35,57,2,0.0,1,3.7,0,0
134.6,0,Sat,Electronics,Prepaid,65,7,1450.6,47,2,1.0,1,40.3,0,1
365.18,17,Thu,Grocery,Credit,75,15,87.35,46,1,0.0,5,16.0,0,1
35.48,16,Thu,Electronics,Debit,51,6,712.52,52,4,0.0,1,46.9,0,0
,8,Mon,Travel,Credit,33,12,1308.02,36,1,0.0,4,0.1,0,0
149.77,8,Tue,Restaurant,Credit,42,49,640.75,4,2,0.0,1,19.9,1,0
198.14,22,Wed,Travel,Credit,54,23,1116.75,11,1,0.0,1,10.6,0,0
21.16,9,Thu,ATM,Credit,25,17,1146.92,53,2,2.0,2,14.1,0,0
188.72,18,Thu,ATM,Debit,46,17,555.61,24,1,0.0,1,27.2,1,1
359.59,14,Fri,Electronics,Credit,69,8,971.45,18,1,0.0,1,5.2,0,0
29.71,4,Tue,Restaurant,Prepaid,63,21,995.78,27,1,,1,4.6,0,0
40.68,14,Thu,Travel,Credit,42,35,1164.07,37,1,2.0,1,24.3,1,0
533.13,19,Mon,Healthcare,Debit,59,5,149.94,2,1,0.0,1,14.7,0,1
29.95,22,Wed,Healthcare,Prepaid,40,130,1317.13,15,1,0.0,2,5.3,0,0
289.02,1,Fri,Electronics,Debit,51,21,1074.74,11,1,3.0,2,13.2,0,1
101.67,12,Fri,Online,Debit,20,106,347.85,27,3,1.0,5,12.3,0,1
42.6,23,Sun,Restaurant,Debit,47,5,748.88,56,1,0.0,2,23.5,0,1
306.9,15,Tue,Grocery,Credit,67,52,1135.13,49,2,0.0,2,0.1,0,0
88.4,14,Thu,Grocery,Debit,70,35,369.16,48,1,2.0,2,17.7,0,1
108.48,9,Wed,Restaurant,Credit,51,62,430.18,47,1,0.0,4,18.6,0,0
66.76,13,Wed,Restaurant,Credit,49,33,807.44,23,1,,1,27.4,0,1
134.82,9,Sat,Grocery,Credit,70,119,625.51,35,1,0.0,1,44.0,0,0
26.78,13,Fri,Gas,Debit,46,35,900.35,52,1,0.0,2,12989.4,0,0
74.41,22,Sat,Electronics,Credit,26,55,1129.18,30,1,3.0,1,8.4,0,0
523.07,8,Tue,Travel,Credit,19,76,908.9,47,1,0.0,4,2.2,0,0
44.79,13,Sat,Electronics,Credit,74,45,795.88,24,1,0.0,1,8.2,0,0
160.39,2,Mon,Grocery,Prepaid,56,27,1131.02,19,1,3.0,1,1.4,0,0
59.0,19,Sat,Restaurant,Credit,24,11,758.04,29,2,0.0,3,32.5,0,1
222.73,15,Wed,Electronics,Credit,63,69,501.7,13,2,0.0,1,32.9,1,0
21.04,1,Tue,Travel,Credit,22,24,1262.11,48,2,0.0,6,10.8,0,1
525.09,9,Thu,Grocery,Prepaid,25,35,50.0,23,5,0.0,7,6.0,1,1
90.71,2,Sun,Travel,Prepaid,49,3,825.61,12,1,0.0,2,2.5,0,1
40.39,10,Mon,Grocery,Debit,72,25,654.63,49,1,0.0,1,38.1,0,0
11.45,10,Wed,Gas,Debit,71,43,430.8,48,3,0.0,1,42.0,0,1
27.91,20,Sat,Online,Credit,35,32,919.43,41,1,0.0,1,6.2,1,0
110.02,20,Wed,Grocery,Prepaid,55,21,983.89,29,2,0.0,4,19.4,0,1
61.65,21,Tue,Restaurant,Credit,63,9,468.39,6,1,0.0,1,6.0,0,0
264.81,12,Wed,Grocery,Credit,35,13,241.61,51,1,0.0,1,5.1,1,1
84.55,6,Wed,Gas,Credit,66,43,277.61,23,1,0.0,1,0.4,0,0
42.9,22,Sun,Electronics,Debit,58,9,1525.29,31,5,0.0,1,17.2,0,1
144.01,16,Fri,Travel,Debit,62,35,1569.48,45,2,4.0,4,3.2,0,1
184.02,1,Thu,Travel,Credit,33,32,811.82,21,3,3.0,1,0.2,0,1
27.42,11,Sun,ATM,Prepaid,38,127,251.37,24,1,0.0,1,2.2,0,0
27.52,9,Wed,Travel,Credit,27,2,741.86,8,1,4.0,2,7.5,0,1
5.6,17,Mon,Gas,Credit,59,4,50.0,44,1,5.0,3,22.1,0,1
200.0,21,Tue,Restaurant,Credit,21,25,925.87,9,3,0.0,3,4.5,0,1
163.51,10,Wed,Healthcare,Debit,61,27,402.38,22,1,0.0,3,43.7,0,0
96.55,15,Mon,Online,Debit,76,1,315.92,4,1,3.0,1,6.8,0,0
,16,Sun,Electronics,Credit,25,63,1191.05,13,1,0.0,1,8.0,0,0
245.73,18,Fri,Online,Debit,64,25,738.3,34,1,0.0,7,4.9,0,0
132.05,17,Tue,Restaurant,Credit,70,15,1146.27,3,1,1.0,7,5.9,0,1
,2,Thu,Online,Debit,79,14,1282.76,37,1,0.0,2,1.5,1,1
34.57,20,Fri,Online,Prepaid,72,71,764.24,56,1,0.0,2,7.0,0,1
17.8,15,Sun,Grocery,Credit,36,8,797.94,28,3,0.0,5,39.3,0,1
47.16,5,Sat,Online,Debit,64,6,,26,1,0.0,1,23.3,0,0
8.82,11,Thu,Electronics,Debit,57,9,584.49,50,1,0.0,1,41.6,0,0
113.63,10,Fri,Electronics,Credit,57,35,1261.85,53,1,2.0,2,2.2,0,0
413.76,14,Thu,Electronics,Prepaid,68,60,50.0,46,4,0.0,6,12.2,0,0
6.02,14,Thu,Online,Credit,26,14,658.08,57,1,0.0,2,5.2,0,0
19.54,15,Mon,Electronics,Credit,47,7,874.9,34,1,0.0,3,25.5,0,0
90.28,9,Mon,Grocery,Credit,73,8,318.0,15,1,0.0,1,70.3,0,0
407.43,11,Thu,Online,Credit,34,35,947.82,8,1,5.0,1,33.8,1,1
57.0,12,Tue,Grocery,Debit,57,10,868.88,48,4,0.0,1,0.7,0,0
106.16,3,Mon,Grocery,Debit,61,76,507.12,35,3,0.0,7,7.6,0,0
6.37,6,Fri,Electronics,Prepaid,76,4,491.82,24,1,0.0,1,0.6,0,1
24.09,21,Mon,Restaurant,Credit,32,1,451.18,52,1,0.0,1,0.8,0,0
647.21,1,Thu,Restaurant,Credit,21,3,,52,1,0.0,5,,0,1
503.37,14,Thu,Grocery,Credit,23,67,1444.03,55,1,0.0,1,6.5,0,0
1.0,7,Sun,Healthcare,Credit,79,38,715.84,37,2,0.0,3,7.3,0,1
454.9,6,Thu,Online,Prepaid,78,114,258.83,4,1,0.0,1,10.2,0,1
152.88,14,Mon,Restaurant,Debit,33,15,751.08,55,1,2.0,1,10.4,1,0
303.65,22,Thu,Electronics,Credit,43,9,895.95,12,3,0.0,2,29.5,0,1
90.97,13,Sat,Restaurant,Debit,74,30,472.77,19,1,0.0,8,3.0,0,0
169564.53,7,Sun,Gas,Debit,54,28,654.13,15,1,1.0,1,3.4,0,1
100.66,11,Wed,Grocery,Credit,40,32,1321.59,57,1,2.0,3,19.7,0,1
164.88,12,Wed,Grocery,Debit,30,15,332.88,30,1,0.0,1,17.0,0,0
22.56,10,Sun,Online,Credit,64,1,567.35,45,2,4.0,1,3.3,1,1
,16,Tue,Electronics,Credit,34,1,50.0,37,1,1.0,1,38.2,1,0
55.21,16,Thu,Restaurant,Credit,74,39,1529.31,12,1,0.0,4,8.0,0,1
182.95,23,Wed,ATM,Credit,79,27,1063.26,19,1,0.0,1,9.1,0,1
33.82,3,Mon,Gas,Credit,71,62,780.17,34,1,0.0,1,10.9,1,0
167.87,20,Wed,Restaurant,Credit,44,13,512.77,7,3,,3,7.8,0,0
525.54,7,Tue,Gas,Credit,69,61,492.8,28,1,0.0,1,16.3,0,0
14.79,4,Fri,Grocery,Debit,39,20,692.37,55,3,0.0,1,,0,0
167.49,15,Sun,Online,Prepaid,54,4,998.46,28,3,1.0,1,6.0,0,0
87.98,3,Tue,Restaurant,Debit,36,137,374.57,29,4,0.0,2,,1,1
303.9,21,Sat,Online,Credit,56,26,614.75,37,3,0.0,1,7.4,0,1
29.25,14,Mon,Healthcare,Credit,52,36,1142.9,20,1,0.0,4,24.0,0,1
176.95,11,Thu,ATM,Credit,30,40,1443.65,11,4,0.0,1,8.5,0,0
273.13,4,Mon,ATM,Credit,31,16,1017.41,50,1,1.0,1,11.4,1,1
434.01,22,Sun,Travel,Debit,65,50,535.11,50,1,0.0,3,5.4,0,0
172.45,15,Fri,Restaurant,Debit,48,74,738.0,39,1,0.0,1,27.9,0,0
103.13,13,Fri,Restaurant,Debit,62,18,964.91,42,1,0.0,5,26.7,0,1
144.29,9,Sat,Gas,Debit,19,39,,23,1,1.0,1,0.4,0,1
304.77,6,Fri,ATM,Credit,63,51,1084.73,52,1,0.0,1,1.2,0,0
126.81,12,Sun,Grocery,Credit,69,8,507.98,46,1,0.0,1,51.1,0,0
4.63,19,Fri,ATM,Debit,56,15,1445.31,20,1,0.0,1,,0,0
400.94,4,Sun,Online,Credit,54,4,765.0,20,1,2.0,1,14.1,0,0
175.45,2,Thu,Healthcare,Credit,31,33,547.55,11,2,0.0,1,13.6,0,0
169.29,14,Mon,ATM,Credit,26,58,1036.64,2,1,3.0,1,33.5,0,1
36.44,3,Thu,Electronics,Credit,27,34,408.34,13,1,0.0,1,3.0,0,0
161.33,14,Mon,Grocery,Credit,24,7,859.17,13,1,0.0,1,21.2,0,1
75.1,13,Thu,Grocery,Debit,45,28,1360.56,41,1,0.0,1,12.9,0,0
158.0,19,Thu,Electronics,Debit,63,65,313.38,49,1,0.0,1,27.2,0,0
16.91,18,Thu,Gas,Credit,42,13,1276.55,15,1,1.0,1,0.6,0,0
160.87,12,Mon,Online,Credit,63,64,283.58,56,1,2.0,2,18.0,0,0
1116.26,9,Tue,ATM,Debit,74,55,1128.19,54,1,1.0,2,16.3,0,1
7.41,20,Thu,Gas,Credit,45,1,421.35,31,1,0.0,2,36.8,0,0
566.98,4,Sun,Grocery,Credit,19,10,1276.73,58,5,3.0,1,22.6,0,1
78.36,22,Wed,Grocery,Credit,34,28,569.56,23,1,0.0,1,42.4,0,1
306.91,19,Wed,Grocery,Credit,76,46,657.39,53,2,2.0,1,43.7,0,0
228.75,19,Fri,Restaurant,Debit,69,76,424.62,22,2,2.0,4,10.5,0,1
125.56,5,Thu,Travel,Debit,21,37,,54,1,0.0,1,3.0,0,0
201.17,3,Tue,Grocery,Credit,30,17,,16,5,1.0,1,19.9,0,1
316.2,1,Wed,Restaurant,Credit,35,7,126.18,57,2,0.0,1,,0,1
77.66,21,Tue,Grocery,Credit,20,51,50.0,42,1,0.0,5,1.6,0,1
59.41,15,Sun,Gas,Credit,68,8,,29,1,0.0,2,16.3,0,0
165.21,17,Mon,Restaurant,Prepaid,54,43,1409.95,20,1,0.0,1,2.4,1,0
247.42,4,Wed,Restaurant,Debit,50,7,1518.94,28,1,0.0,1,0.5,0,0
215.5,21,Mon,Restaurant,Credit,58,3,334.96,27,1,2.0,4,22.8,0,1
239.78,3,Tue,Healthcare,Debit,41,10,756.03,44,2,0.0,1,22.9,0,0
85.79,12,Fri,Grocery,Debit,25,12,1265.91,29,3,0.0,1,18.4,0,0
255.43,18,Tue,Travel,Debit,52,38,275.36,5,1,0.0,2,39.2,1,1
19.21,22,Mon,Online,Credit,19,6,,52,2,0.0,1,,1,1
117.95,1,Wed,Travel,Credit,50,96,1288.02,49,2,0.0,1,2.2,0,0
1.0,12,Mon,ATM,Debit,29,29,50.0,42,1,0.0,1,40.0,0,0
58.86,10,Mon,Restaurant,Credit,39,24,50.0,38,1,0.0,4,14.0,0,0
68.47,21,Sat,Restaurant,Prepaid,30,21,639.9,53,1,0.0,1,6.4,0,0
75.67,3,Fri,Grocery,Debit,27,30,1175.23,52,2,2.0,3,26.8,0,1
178.35,21,Sun,Gas,Prepaid,34,1,192.11,38,2,0.0,2,45.0,0,1
73.79,19,Sat,Electronics,Credit,79,166,50.0,44,1,0.0,5,,0,1
89.32,19,Fri,Grocery,Debit,60,29,825.75,53,1,4.0,4,31.4,0,1
40.68,14,Mon,Travel,Credit,22,1,1053.1,51,2,1.0,1,6.6,0,1
70.08,3,Fri,Travel,Prepaid,74,32,527.93,2,2,0.0,1,6.8,0,0
38.67,8,Sat,Grocery,Credit,76,21,560.62,45,1,0.0,2,39.9,1,0
11.4,6,Fri,Gas,Credit,26,1,1050.68,54,1,1.0,2,19.1,1,1
138.74,18,Thu,Gas,Debit,30,93,452.03,20,3,1.0,1,5.3,0,0
165.49,18,Tue,Grocery,Credit,77,1,482.05,43,1,,3,14.9,1,0
144.94,5,Sat,Restaurant,Credit,69,31,910.91,47,1,0.0,1,23.2,0,0
93.4,5,Fri,Online,Prepaid,40,118,955.6,13,2,0.0,1,4.9,0,1
71.65,19,Sun,Travel,Credit,47,10,710.43,26,1,0.0,2,21.3,0,1
298.53,14,Mon,Restaurant,Debit,60,11,1393.79,35,3,0.0,1,0.9,0,0
109.81,14,Tue,Restaurant,Credit,72,1,1099.91,46,1,0.0,1,7.2,0,0
97.85,19,Tue,Gas,Debit,21,2,659.62,8,1,0.0,6,22.4,0,1
3.9,8,Fri,ATM,Debit,38,2,283.72,28,1,0.0,2,3.2,0,0
,3,Tue,Gas,Credit,60,62,1196.57,41,1,3.0,5,5.0,0,1
71.75,17,Mon,Grocery,Credit,26,65,1210.59,15,1,0.0,2,42.3,0,1
76.33,17,Sun,Restaurant,Debit,24,47,760.39,55,1,0.0,2,22.4,0,0
130.19,4,Mon,ATM,Credit,33,16,910.75,50,1,1.0,2,13.8,0,1
114.41,19,Sat,Grocery,Credit,40,62,1080.5,8,4,0.0,1,4.7,0,1
140.44,22,Wed,Healthcare,Debit,75,28,1441.24,11,1,0.0,1,8.4,0,0
217.15,10,Sat,Healthcare,Credit,40,13,1154.9,29,1,0.0,1,,0,0
251.49,4,Thu,Grocery,Credit,48,21,978.01,59,1,0.0,8,3.4,0,1
189.94,21,Sun,ATM,Debit,74,2,1171.9,5,1,0.0,1,13.1,1,1
466.92,3,Sun,Restaurant,Credit,22,104,1260.45,47,1,2.0,1,10.5,0,0
2.76,11,Mon,Online,Credit,23,35,908.29,47,1,0.0,2,13.0,0,0
32.68,1,Mon,Restaurant,Credit,68,47,,59,3,1.0,1,2.2,1,1
1.14,12,Tue,Restaurant,Debit,18,41,529.48,58,1,0.0,1,2.3,0,0
156.39,9,Fri,Gas,Debit,76,40,1214.11,7,1,0.0,1,66.5,0,0
342.46,8,Sat,Online,Debit,65,1,532.8,53,1,,3,77.6,0,1
41.85,9,Wed,Grocery,Credit,45,27,396.67,18,1,0.0,1,11.1,0,0
392.67,6,Thu,Gas,Credit,35,62,748.46,28,1,0.0,1,31.1,0,0
9.32,3,Tue,Grocery,Credit,41,2,263.3,12,2,0.0,1,21.3,0,1
408.71,18,Sat,Restaurant,Credit,30,113,561.4,12,1,,1,2.5,0,0
64.99,9,Sun,Restaurant,Prepaid,50,20,951.39,36,1,0.0,1,7.0,0,0
16.04,2,Tue,Restaurant,Credit,27,12,911.17,29,1,1.0,5,7.5,0,1
99.79,20,Thu,Restaurant,Credit,24,27,1055.82,11,4,0.0,1,18.1,0,1
44.51,18,Mon,Grocery,Credit,54,58,1062.0,53,1,2.0,1,17.3,0,1
50.29,20,Thu,Grocery,Debit,49,23,,6,1,0.0,6,51.4,0,1
55.07,1,Thu,Grocery,Debit,62,37,459.34,21,1,0.0,3,31.2,0,1
243.7,19,Mon,Restaurant,Debit,39,25,1169.31,10,2,0.0,1,38.9,0,1
116.21,9,Wed,Healthcare,Debit,33,36,756.15,59,1,0.0,1,44.4,0,0
55.94,1,Wed,Grocery,Credit,41,5,896.11,32,1,0.0,4,32.3,0,1
141.37,1,Thu,Healthcare,Credit,69,1,841.64,47,2,1.0,1,8.1,0,1
188.9,23,Thu,Online,Credit,71,5,1429.84,33,1,0.0,2,,0,0
47.75,16,Mon,Gas,Debit,31,12,322.05,17,1,0.0,1,17.0,0,0
80.05,15,Fri,Gas,Debit,28,11,662.75,3,1,3.0,1,23.4,1,1
19.5,15,Fri,Online,Credit,36,34,1012.54,57,2,0.0,2,9.8,0,0
29.98,13,Wed,Grocery,Debit,40,22,808.76,43,1,0.0,1,37.7,0,0
171.44,6,Mon,Travel,Debit,51,1,606.12,18,1,0.0,1,64.7,0,0
30.03,20,Fri,Gas,Debit,77,1,50.0,10,4,0.0,3,16.9,0,1
111.72,10,Sun,Gas,Debit,57,3,685.23,53,1,0.0,1,12.2,0,0
185.19,23,Tue,Online,Debit,30,16,944.97,41,1,0.0,1,37.0,0,0
16.95,0,Wed,Grocery,Credit,56,1,1017.41,39,2,0.0,2,0.5,0,1
125.66,10,Tue,Gas,Debit,61,25,732.77,43,1,,2,2.8,0,0
44.47,22,Thu,Travel,Prepaid,45,16,871.19,8,1,1.0,1,37.4,0,0
494.23,20,Mon,Restaurant,Credit,57,29,342.61,34,1,1.0,2,26.3,0,0
99.12,3,Wed,Restaurant,Debit,189,46,,37,1,0.0,1,10.8,0,0
245.98,6,Fri,Gas,Debit,67,10,803.78,41,3,0.0,2,43.9,0,1
119.85,14,Thu,ATM,Credit,68,6,866.08,33,1,0.0,3,8.7,0,0
