age,gender,education,department,job_level,years_at_company,years_in_role,num_companies_worked,monthly_income,overtime,work_life_balance,job_satisfaction,relationship_satisfaction,environment_satisfaction,training_last_year,performance_rating,distance_from_home,business_travel,attrition
47,Female,Master,Engineering,Senior,1.5,0.7,1,7900.0,Yes,3.0,3,4,3.0,6.0,3,25,Travel_Rarely,0
23,Female,PhD,Sales,Manager,4.6,3.3,6,11300.0,Yes,2.0,2,3,3.0,4.0,3,7,Non-Travel,1
22,Male,High School,Operations,Senior,1.0,0.6,7,6000.0,Yes,4.0,4,2,3.0,1.0,3,21,Non-Travel,1
33,Male,High School,Sales,Senior,2.2,1.3,6,6700.0,No,,1,2,1.0,6.0,3,14,Non-Travel,1
26,Male,PhD,Finance,Mid,0.8,0.4,2,8200.0,No,4.0,2,3,3.0,2.0,3,21,Travel_Rarely,1
58,Male,High School,Engineering,Mid,0.0,0.0,6,6000.0,No,3.0,3,3,3.0,3.0,4,25,Travel_Frequently,1
53,Male,Bachelor,Operations,Mid,14.0,9.3,5,8000.0,Yes,3.0,4,3,2.0,0.0,4,29,Travel_Rarely,0
30,Female,Bachelor,Engineering,Senior,2.3,1.2,3,9000.0,No,2.0,3,4,4.0,1.0,3,15,Travel_Rarely,0
56,Female,Bachelor,HR,Senior,13.9,4.2,2,,No,3.0,4,3,4.0,2.0,3,10,Travel_Frequently,0
40,Female,Bachelor,HR,Senior,0.6,0.3,7,,Yes,1.0,3,2,2.0,2.0,2,5,Travel_Rarely,0
37,Male,Bachelor,Finance,Junior,3.5,1.7,6,4000.0,No,3.0,4,3,1.0,6.0,3,25,Travel_Rarely,0
24,Female,Master,Sales,Mid,0.9,0.5,3,6000.0,Yes,1.0,2,4,3.0,3.0,3,8,Travel_Frequently,1
41,Female,Bachelor,Sales,Senior,6.2,2.4,7,6800.0,No,2.0,4,3,3.0,4.0,2,22,Non-Travel,0
45,Female,Master,Sales,Mid,6.1,4.0,7,7500.0,No,2.0,3,2,3.0,4.0,3,21,Travel_Rarely,1
54,Male,Bachelor,Marketing,Mid,0.5,0.4,2,7300.0,No,1.0,3,3,,1.0,3,29,Travel_Rarely,0
45,Female,Bachelor,Sales,Senior,9.7,7.2,5,6500.0,No,2.0,2,4,4.0,1.0,2,5,Non-Travel,1
32,Male,Master,Finance,Senior,0.9,0.8,3,7800.0,No,4.0,4,2,3.0,4.0,3,5,Travel_Rarely,0
29,Male,PhD,Sales,Mid,3.8,2.3,5,7200.0,Yes,2.0,3,3,1.0,0.0,3,14,Non-Travel,1
57,Male,Master,Operations,Lead,17.0,11.3,3,12000.0,No,3.0,4,3,3.0,0.0,2,1,Non-Travel,0
59,Female,Master,Operations,Junior,8.6,7.5,1,6300.0,No,,2,2,3.0,2.0,3,27,Non-Travel,0
41,Female,Bachelor,HR,Manager,12.5,7.5,7,9900.0,No,3.0,1,3,4.0,3.0,3,5,Travel_Frequently,0
56,Male,Master,Engineering,Junior,1.7,1.3,1,7300.0,Yes,2.0,2,2,2.0,0.0,3,19,Travel_Frequently,1
46,Male,Bachelor,Engineering,Junior,0.4,0.2,3,5200.0,Yes,2.0,3,3,3.0,1.0,3,22,Non-Travel,1
56,Male,Bachelor,Sales,Lead,0.8,0.5,3,10200.0,No,1.0,4,3,,6.0,3,25,Non-Travel,0
46,Male,Bachelor,Engineering,Junior,2.8,2.3,5,5000.0,Yes,3.0,3,3,3.0,0.0,2,12,Travel_Rarely,1
50,Male,Bachelor,Finance,Senior,6.3,2.7,7,7100.0,Yes,1.0,2,4,1.0,3.0,1,15,Travel_Rarely,1
39,Male,Bachelor,HR,Lead,0.7,0.4,6,9400.0,No,,3,2,4.0,1.0,4,3,Travel_Frequently,0
39,Female,High School,Operations,Lead,4.3,2.0,7,7000.0,No,3.0,3,4,3.0,3.0,3,1,Travel_Frequently,0
23,Male,High School,Engineering,Manager,1.6,0.9,4,9800.0,No,4.0,2,1,,4.0,3,24,Travel_Rarely,0
56,Male,Bachelor,Finance,Mid,1.7,0.8,3,6600.0,No,,4,3,2.0,3.0,3,12,Travel_Rarely,0
37,Male,Bachelor,HR,Senior,4.3,3.0,2,6700.0,No,3.0,2,3,3.0,3.0,4,13,Non-Travel,0
57,Female,Bachelor,HR,Junior,2.5,2.1,2,5900.0,Yes,4.0,4,3,4.0,3.0,3,14,Non-Travel,0
54,Female,Bachelor,Engineering,Mid,6.7,5.7,2,6000.0,No,2.0,3,2,4.0,1.0,3,25,Travel_Rarely,0
25,Female,High School,Engineering,Lead,0.7,0.4,1,8000.0,No,4.0,2,1,,3.0,3,10,Travel_Rarely,0
54,Male,Bachelor,HR,Mid,6.2,6.2,6,7000.0,No,2.0,4,3,1.0,3.0,3,20,Travel_Frequently,0
35,Female,PhD,Finance,Senior,0.3,0.2,5,9800.0,No,3.0,3,1,3.0,6.0,3,26,Travel_Rarely,0
42,Male,Bachelor,Operations,Mid,0.9,0.5,6,7200.0,Yes,3.0,3,4,1.0,,3,14,Non-Travel,0
41,Female,High School,Engineering,Senior,4.3,3.8,1,7300.0,Yes,4.0,3,2,2.0,5.0,2,14,Travel_Rarely,0
29,Female,Bachelor,Sales,Manager,7.7,6.2,6,8800.0,No,4.0,1,3,2.0,5.0,4,13,Travel_Frequently,1
28,Female,PhD,HR,Junior,1.2,1.0,6,6100.0,No,1.0,4,3,3.0,6.0,4,21,Travel_Rarely,0
24,Female,Bachelor,HR,Mid,1.6,0.7,7,85975.0,Yes,3.0,3,3,4.0,2.0,3,3,Non-Travel,0
38,Female,Master,Sales,Lead,3.1,1.9,2,9400.0,Yes,3.0,4,4,3.0,1.0,4,29,Travel_Frequently,0
54,Male,Bachelor,Marketing,Mid,1.0,0.9,3,7400.0,No,3.0,3,3,4.0,5.0,2,24,Travel_Rarely,0
33,Female,Bachelor,Operations,Junior,6.7,4.4,2,5100.0,No,1.0,2,1,1.0,3.0,4,19,Travel_Rarely,0
43,Male,High School,Operations,Mid,5.9,4.6,6,5500.0,No,3.0,2,4,4.0,0.0,3,20,Travel_Rarely,0
43,Male,High School,Sales,Mid,0.6,0.4,3,6400.0,Yes,4.0,4,1,2.0,3.0,3,10,Travel_Rarely,1
51,Male,High School,Operations,Junior,2.5,2.2,7,4200.0,No,3.0,4,3,3.0,0.0,4,12,Travel_Rarely,1
59,Male,Master,Finance,Lead,6.0,3.0,5,10200.0,No,3.0,3,4,3.0,6.0,2,23,Travel_Rarely,0
59,Male,PhD,Engineering,Mid,1.6,1.1,4,9200.0,No,3.0,2,2,,6.0,3,2,Travel_Rarely,0
29,Male,Bachelor,HR,Manager,4.0,1.5,3,10100.0,Yes,3.0,3,3,,4.0,3,1,Non-Travel,0
48,Male,Bachelor,Marketing,Lead,0.2,0.2,1,7900.0,No,4.0,4,1,2.0,4.0,3,4,Non-Travel,0
48,Male,Bachelor,HR,Senior,3.8,3.1,2,6700.0,No,3.0,4,4,1.0,6.0,4,8,Travel_Frequently,0
55,Male,Master,Engineering,Junior,0.7,0.2,7,6900.0,Yes,3.0,1,3,3.0,6.0,4,17,Travel_Rarely,1
42,Male,Bachelor,HR,Mid,7.1,5.5,7,6200.0,Yes,4.0,1,2,3.0,1.0,2,26,Travel_Rarely,0
51,Male,Bachelor,Finance,Junior,1.8,1.1,2,7300.0,No,1.0,3,3,3.0,1.0,3,14,Non-Travel,1
54,Male,Master,Sales,Lead,1.3,0.5,6,9500.0,No,4.0,2,3,1.0,6.0,3,14,Non-Travel,0
49,Female,PhD,Operations,Junior,7.4,4.4,6,,No,3.0,4,3,4.0,,2,19,Travel_Rarely,0
54,Female,Bachelor,Finance,Mid,0.2,0.1,6,8200.0,No,4.0,3,2,2.0,1.0,4,4,Non-Travel,0
26,Female,Bachelor,Finance,Mid,2.0,1.2,7,6400.0,No,2.0,4,3,2.0,6.0,2,20,Travel_Rarely,0
40,Female,Bachelor,Sales,Junior,1.8,1.0,6,4600.0,Yes,3.0,2,4,2.0,0.0,2,16,Travel_Frequently,1
25,Male,Bachelor,Finance,Junior,1.3,1.1,2,5300.0,No,4.0,3,3,4.0,0.0,3,19,Non-Travel,0
56,Female,Bachelor,Sales,Senior,9.7,8.2,3,8800.0,No,3.0,3,2,2.0,2.0,3,19,Travel_Frequently,0
38,Male,Master,Sales,Junior,5.6,4.1,5,6600.0,No,2.0,3,4,3.0,1.0,2,13,Travel_Rarely,0
49,Male,Master,HR,Junior,0.3,0.1,3,6000.0,Yes,2.0,3,2,2.0,1.0,3,7,Non-Travel,1
51,Female,Master,Engineering,Mid,5.0,4.8,1,7300.0,Yes,3.0,3,3,3.0,2.0,3,24,Travel_Rarely,0
50,Male,Bachelor,Finance,Senior,3.0,2.3,2,7300.0,No,3.0,4,3,4.0,3.0,3,14,Non-Travel,0
27,Female,PhD,Sales,Mid,9.2,3.0,3,8000.0,Yes,3.0,1,3,1.0,0.0,3,29,Travel_Rarely,1
56,Female,Bachelor,Engineering,Mid,1.5,1.3,2,6700.0,Yes,3.0,4,3,4.0,3.0,3,10,Non-Travel,1
58,Female,Master,Sales,Mid,3.4,1.5,7,7900.0,Yes,4.0,4,3,4.0,5.0,3,14,Travel_Rarely,1
45,Female,PhD,Operations,Mid,2.8,2.0,1,8000.0,Yes,3.0,3,3,3.0,2.0,3,20,Travel_Rarely,0
50,Male,Bachelor,HR,Manager,2.7,1.7,7,9800.0,No,1.0,3,3,1.0,5.0,3,11,Non-Travel,1
52,Male,Bachelor,Finance,Junior,2.4,1.4,4,8200.0,No,1.0,2,4,4.0,6.0,2,11,Non-Travel,1
56,Female,High School,Engineering,Senior,0.9,0.8,4,7900.0,Yes,3.0,3,3,4.0,5.0,3,15,Travel_Rarely,0
54,Male,Bachelor,Sales,Lead,5.6,3.4,4,10400.0,No,3.0,3,2,4.0,1.0,3,8,Travel_Rarely,1
42,Female,Master,Operations,Lead,2.4,0.8,2,8700.0,No,3.0,3,1,4.0,3.0,2,24,Travel_Frequently,0
53,Female,Bachelor,Engineering,Junior,12.7,12.2,3,7400.0,No,3.0,3,1,3.0,1.0,3,22,Non-Travel,0
44,Female,Master,Engineering,Mid,1.2,1.1,2,7100.0,No,3.0,4,4,3.0,6.0,3,17,Travel_Rarely,0
54,Male,Bachelor,Finance,Senior,4.6,3.6,7,8400.0,No,4.0,3,4,3.0,,4,23,Travel_Rarely,0
24,Male,Bachelor,Sales,Junior,11.3,7.1,5,5500.0,Yes,4.0,4,1,3.0,4.0,4,23,Non-Travel,0
39,Male,Master,Marketing,Lead,4.4,1.6,7,10700.0,No,1.0,3,3,3.0,1.0,4,21,Travel_Rarely,1
46,Male,Bachelor,HR,Senior,8.2,7.0,3,7600.0,No,4.0,4,2,4.0,5.0,4,6,Non-Travel,0
52,Female,Bachelor,Engineering,Senior,7.0,2.5,7,7100.0,No,3.0,4,4,3.0,6.0,3,14,Travel_Rarely,0
24,Male,Bachelor,Sales,Junior,1.8,0.6,7,4700.0,No,3.0,3,2,4.0,5.0,4,9,Travel_Rarely,1
45,Male,Bachelor,Sales,Senior,3.7,2.5,1,8000.0,No,3.0,1,3,2.0,3.0,3,3,Non-Travel,0
53,Male,Bachelor,Operations,Senior,0.7,0.3,6,7500.0,No,4.0,1,2,3.0,3.0,3,12,Travel_Rarely,0
43,Female,Bachelor,Finance,Lead,3.1,0.9,4,8300.0,No,4.0,3,3,2.0,2.0,3,4,Travel_Rarely,1
44,Female,High School,Engineering,Junior,1.0,0.6,3,4000.0,No,3.0,4,2,2.0,3.0,3,25,Travel_Rarely,1
23,Male,Bachelor,Sales,Junior,5.4,2.1,3,3900.0,Yes,2.0,3,3,3.0,0.0,4,15,Non-Travel,1
48,Male,Master,Finance,Mid,3.0,1.2,4,8000.0,Yes,3.0,2,3,4.0,1.0,3,13,Non-Travel,0
23,Male,Bachelor,Finance,Junior,2.1,0.7,7,5400.0,No,1.0,2,3,3.0,6.0,2,26,Travel_Rarely,1
47,Male,Bachelor,Engineering,Mid,1.3,0.6,1,7400.0,Yes,3.0,3,2,2.0,6.0,4,28,Non-Travel,1
38,Female,High School,Engineering,Lead,26.6,21.3,2,9700.0,No,4.0,3,3,3.0,5.0,3,18,Travel_Rarely,0
54,Female,Bachelor,Sales,Mid,0.3,0.3,2,8100.0,No,3.0,4,4,3.0,0.0,4,14,Travel_Rarely,0
30,Male,High School,Finance,Lead,0.2,0.1,7,7400.0,No,1.0,3,4,3.0,2.0,4,13,Travel_Frequently,1
50,Male,Bachelor,Operations,Junior,1.0,0.7,7,5300.0,No,3.0,3,4,3.0,5.0,3,9,Travel_Rarely,0
47,Female,Master,Sales,Junior,14.2,4.6,6,6600.0,No,2.0,3,3,2.0,0.0,3,5,Travel_Rarely,0
56,Male,Master,Finance,Junior,15.5,5.4,3,6900.0,Yes,2.0,4,3,2.0,6.0,3,19,Travel_Rarely,0
46,Female,High School,Engineering,Mid,4.3,2.1,4,6100.0,No,3.0,3,3,3.0,0.0,4,8,Travel_Frequently,0
45,Male,Master,Engineering,Lead,8.5,5.8,7,10500.0,No,4.0,2,2,3.0,6.0,1,13,Non-Travel,0
34,Male,Master,Engineering,Junior,1.0,0.8,7,6600.0,No,3.0,2,3,1.0,5.0,1,9,Non-Travel,1
28,Male,Bachelor,Marketing,Senior,14.3,10.3,5,8000.0,No,3.0,4,2,4.0,1.0,3,17,Non-Travel,0
57,Male,Bachelor,HR,Mid,0.6,0.3,1,7400.0,No,3.0,1,2,1.0,1.0,3,5,Travel_Rarely,0
41,Female,High School,HR,Manager,0.4,0.2,2,9000.0,No,2.0,2,1,1.0,4.0,3,9,Non-Travel,0
22,Male,Bachelor,Engineering,Junior,0.5,0.4,1,4100.0,No,,2,2,,0.0,4,11,Non-Travel,0
29,Male,Bachelor,Sales,Junior,3.4,1.9,1,5300.0,No,3.0,4,3,3.0,1.0,3,2,Travel_Rarely,0
37,Male,PhD,Sales,Junior,6.1,5.0,6,7500.0,No,4.0,1,3,1.0,6.0,4,13,Travel_Frequently,0
35,Male,Bachelor,Finance,Mid,1.8,1.2,1,7000.0,Yes,4.0,4,3,3.0,0.0,3,1,Travel_Frequently,0
33,Male,High School,Sales,Junior,15.2,12.4,4,4700.0,No,3.0,3,4,1.0,0.0,3,8,Travel_Rarely,0
44,Male,Master,Finance,Lead,2.3,2.2,6,98147.0,No,4.0,3,2,4.0,2.0,3,15,Travel_Rarely,1
36,Female,Master,Engineering,Senior,0.7,0.7,7,6800.0,No,4.0,4,2,3.0,2.0,3,22,Travel_Frequently,0
49,Male,High School,Engineering,Senior,2.5,1.7,4,6600.0,Yes,3.0,3,4,2.0,5.0,3,2,Travel_Frequently,1
55,Male,Bachelor,Engineering,Mid,4.5,3.0,6,197228.0,No,,3,3,2.0,0.0,4,3,Travel_Frequently,0
23,Female,Bachelor,Engineering,Junior,7.1,3.5,4,,No,3.0,2,4,3.0,2.0,3,21,Travel_Rarely,0
53,Male,Master,Sales,Mid,2.5,2.4,6,8300.0,No,2.0,3,3,3.0,6.0,2,17,Non-Travel,0
44,Female,Bachelor,Engineering,Manager,3.6,2.2,6,11100.0,No,3.0,4,3,4.0,5.0,1,18,Non-Travel,0
43,Male,Master,Finance,Lead,1.2,0.5,3,9600.0,No,1.0,4,2,4.0,1.0,1,27,Travel_Frequently,1
46,Female,High School,Finance,Lead,4.2,2.5,4,7500.0,No,3.0,3,4,3.0,0.0,2,28,Non-Travel,0
43,Female,Bachelor,Engineering,Lead,17.1,6.7,3,8700.0,No,4.0,4,1,4.0,2.0,3,17,Non-Travel,0
43,Female,Bachelor,Engineering,Junior,0.2,0.1,7,5600.0,No,2.0,4,3,3.0,1.0,3,14,Travel_Rarely,1
27,Female,High School,Sales,Junior,8.7,6.0,6,5400.0,No,3.0,4,3,3.0,0.0,3,11,Non-Travel,0
36,Male,Bachelor,Sales,Junior,3.3,1.8,2,6400.0,Yes,2.0,3,3,3.0,5.0,3,23,Travel_Frequently,1
58,Female,Master,Sales,Mid,1.2,0.4,6,7700.0,No,3.0,3,4,1.0,0.0,4,23,Non-Travel,0
54,Male,Bachelor,Operations,Junior,12.4,11.9,2,5700.0,No,3.0,4,1,2.0,2.0,3,26,Non-Travel,0
29,Male,High School,Sales,Mid,2.6,2.2,2,4100.0,Yes,2.0,3,3,4.0,1.0,3,14,Travel_Frequently,1
26,Male,Master,Engineering,Senior,1.6,1.4,2,7500.0,No,3.0,4,3,3.0,0.0,3,5,Travel_Rarely,0
25,Male,PhD,Engineering,Lead,0.8,0.4,2,9400.0,No,4.0,1,2,4.0,0.0,3,26,Travel_Frequently,0
27,Male,PhD,Sales,Senior,1.1,0.9,4,10700.0,No,3.0,2,4,1.0,6.0,3,6,Travel_Rarely,1
53,Male,Bachelor,Finance,Manager,7.2,4.6,5,10300.0,No,3.0,3,3,2.0,5.0,3,29,Travel_Rarely,0
51,Male,Bachelor,Sales,Junior,3.8,1.7,4,6100.0,No,3.0,2,3,3.0,4.0,4,19,Non-Travel,0
56,Female,PhD,Sales,Junior,9.8,3.8,7,7800.0,No,2.0,4,4,3.0,0.0,4,11,Travel_Rarely,0
37,Female,Bachelor,Finance,Senior,1.1,0.6,5,7200.0,No,4.0,2,3,4.0,4.0,4,2,Non-Travel,0
34,Male,PhD,Engineering,Mid,0.5,0.2,4,7600.0,Yes,3.0,3,4,2.0,4.0,3,10,Travel_Frequently,0
51,Male,High School,Finance,Junior,0.0,0.0,7,6200.0,No,3.0,1,4,3.0,1.0,4,13,Non-Travel,0
40,Male,Master,HR,Mid,2.8,0.9,2,7600.0,No,2.0,2,3,3.0,3.0,4,25,Non-Travel,0
38,Male,Master,Engineering,Junior,25.5,15.5,1,7000.0,Yes,3.0,2,4,4.0,5.0,3,2,Travel_Frequently,0
40,Male,PhD,Finance,Mid,4.7,2.9,6,7600.0,No,3.0,4,2,3.0,4.0,3,14,Travel_Rarely,0
49,Male,PhD,Sales,Mid,1.5,0.8,5,9500.0,No,3.0,4,4,3.0,1.0,4,17,Travel_Rarely,0
47,Male,Bachelor,HR,Mid,8.4,5.9,1,6200.0,No,3.0,3,3,3.0,5.0,4,9,Travel_Rarely,0
58,Female,Bachelor,Engineering,Senior,6.1,2.5,2,7100.0,Yes,3.0,4,4,1.0,6.0,3,8,Non-Travel,0
47,Male,Bachelor,Engineering,Mid,0.1,0.1,5,6400.0,No,3.0,4,3,,2.0,3,8,Non-Travel,0
44,Male,Master,Finance,Junior,6.8,3.6,1,6800.0,No,3.0,3,4,4.0,4.0,4,7,Travel_Frequently,0
30,Female,Master,Operations,Junior,1.4,1.0,4,5000.0,No,4.0,2,4,3.0,3.0,3,25,Non-Travel,0
33,Male,Master,Operations,Mid,0.6,0.5,7,7500.0,No,4.0,2,3,3.0,2.0,3,27,Travel_Rarely,1
22,Male,Bachelor,Finance,Senior,1.0,0.9,2,5800.0,No,3.0,1,3,4.0,5.0,2,16,Travel_Rarely,0
22,Female,Master,Engineering,Senior,2.5,2.2,4,6700.0,Yes,,2,4,4.0,4.0,3,19,Non-Travel,1
55,Male,Bachelor,Engineering,Senior,2.2,1.6,4,8000.0,No,2.0,3,2,2.0,6.0,4,24,Travel_Rarely,0
53,Male,Master,Engineering,Junior,1.4,0.8,2,7800.0,Yes,,1,1,3.0,4.0,3,17,Travel_Rarely,1
46,Female,Master,HR,Senior,0.8,0.5,5,7600.0,No,3.0,4,3,1.0,3.0,3,1,Travel_Frequently,0
22,Female,Bachelor,Engineering,Mid,5.7,4.8,6,6100.0,Yes,3.0,4,3,2.0,0.0,4,27,Non-Travel,1
37,Female,Bachelor,Operations,Mid,18.5,16.9,3,4300.0,No,2.0,2,2,4.0,3.0,3,13,Non-Travel,0
26,Male,Master,Engineering,Mid,6.0,2.2,3,6800.0,No,3.0,4,3,4.0,6.0,2,16,Travel_Frequently,0
43,Female,Master,Engineering,Mid,1.4,0.8,6,6400.0,No,4.0,4,2,3.0,1.0,4,6,Travel_Rarely,1
50,Male,Bachelor,Engineering,Mid,1.1,0.9,2,,No,4.0,2,2,3.0,1.0,4,15,Travel_Rarely,0
24,Male,High School,Marketing,Senior,1.0,0.6,3,7400.0,Yes,3.0,3,2,3.0,6.0,3,12,Travel_Rarely,0
33,Male,Master,Finance,Junior,0.6,0.3,6,5400.0,No,3.0,2,3,4.0,6.0,4,24,Travel_Rarely,0
47,Male,High School,Finance,Senior,3.2,1.9,1,7100.0,No,2.0,1,2,3.0,6.0,3,8,Travel_Rarely,0
37,Male,Bachelor,Engineering,Junior,3.7,2.7,6,4500.0,No,3.0,3,3,2.0,3.0,3,26,Non-Travel,0
58,Male,Master,Marketing,Junior,4.9,4.9,5,8000.0,Yes,4.0,3,2,4.0,3.0,4,1,Travel_Rarely,0
43,Female,High School,Sales,Manager,4.6,3.0,7,10500.0,Yes,4.0,2,4,2.0,3.0,3,11,Non-Travel,1
50,Female,Master,Operations,Manager,1.4,0.6,6,12400.0,No,,3,3,2.0,3.0,4,15,Travel_Frequently,0
35,Female,Master,HR,Junior,1.6,0.7,4,7200.0,No,1.0,4,2,3.0,6.0,3,1,Non-Travel,1
49,Male,Bachelor,Engineering,Mid,4.6,1.5,4,6400.0,No,3.0,3,2,3.0,3.0,4,25,Travel_Frequently,0
26,Female,Bachelor,HR,Junior,1.7,1.2,7,5700.0,Yes,3.0,3,4,3.0,4.0,3,16,Travel_Rarely,0
51,Male,Bachelor,Finance,Mid,1.0,0.7,2,7900.0,No,4.0,4,1,4.0,,3,25,Non-Travel,0
26,Female,Bachelor,Sales,Lead,1.9,0.8,4,8000.0,No,1.0,4,4,2.0,,3,7,Travel_Rarely,0
33,Male,Bachelor,Operations,Manager,1.3,1.0,1,9300.0,No,3.0,1,3,1.0,2.0,3,1,Non-Travel,0
37,Female,Bachelor,Engineering,Senior,0.4,0.3,6,6200.0,No,2.0,4,3,2.0,1.0,4,29,Non-Travel,0
47,Male,High School,Engineering,Mid,7.1,3.4,7,,No,3.0,4,4,1.0,1.0,2,26,Non-Travel,0
47,Female,Bachelor,Sales,Senior,7.7,4.2,1,6800.0,No,3.0,2,3,3.0,5.0,3,2,Travel_Frequently,0
42,Female,Master,Engineering,Mid,1.0,1.0,2,6200.0,Yes,3.0,3,4,3.0,6.0,4,8,Non-Travel,1
57,Male,PhD,HR,Lead,0.3,0.2,4,,No,3.0,3,4,4.0,6.0,3,24,Travel_Frequently,0
54,Male,Master,Engineering,Lead,5.4,4.5,7,9800.0,Yes,3.0,2,4,4.0,5.0,3,11,Non-Travel,0
51,Female,Bachelor,Finance,Mid,1.0,0.6,3,8700.0,No,2.0,2,4,3.0,2.0,4,13,Travel_Rarely,0
58,Male,Master,Engineering,Mid,2.0,1.7,6,7600.0,No,3.0,1,2,2.0,3.0,3,5,Travel_Frequently,0
44,Female,Master,Operations,Mid,0.3,0.3,3,7000.0,No,4.0,4,3,3.0,5.0,3,18,Travel_Frequently,0
31,Female,Master,Finance,Junior,1.0,0.8,5,6300.0,Yes,2.0,1,3,3.0,6.0,3,19,Non-Travel,1
26,Male,PhD,Marketing,Lead,6.3,5.7,2,,No,1.0,2,4,2.0,5.0,3,21,Travel_Rarely,1
57,Male,High School,Sales,Mid,6.5,6.2,5,6500.0,Yes,3.0,1,3,4.0,2.0,3,3,Non-Travel,0
55,Male,Master,Engineering,Mid,0.9,0.6,3,7900.0,No,3.0,4,2,2.0,3.0,3,26,Travel_Rarely,0
52,Female,Bachelor,Engineering,Mid,1.6,0.7,3,9400.0,Yes,3.0,4,4,4.0,1.0,3,1,Travel_Rarely,1
31,Male,Master,HR,Lead,0.6,0.3,3,10400.0,No,3.0,3,3,3.0,6.0,3,22,Travel_Rarely,0
40,Male,Bachelor,Operations,Junior,0.3,0.2,5,6200.0,No,4.0,2,3,4.0,6.0,3,5,Travel_Rarely,0
53,Male,High School,Sales,Lead,19.4,14.7,7,7700.0,Yes,3.0,3,4,3.0,5.0,3,19,Non-Travel,0
22,Male,Bachelor,Sales,Lead,4.3,1.8,2,7500.0,No,1.0,4,3,3.0,,4,9,Non-Travel,0
26,Female,Bachelor,Operations,Manager,3.1,1.0,6,,No,3.0,3,3,3.0,1.0,3,26,Non-Travel,0
25,Female,PhD,Sales,Mid,5.8,4.5,7,8000.0,No,4.0,4,3,4.0,1.0,3,24,Travel_Frequently,0
37,Male,Master,Finance,Junior,7.3,3.5,6,7400.0,Yes,4.0,2,3,3.0,0.0,4,7,Non-Travel,0
45,Female,Bachelor,HR,Mid,6.6,4.3,1,5900.0,No,3.0,1,2,4.0,2.0,3,12,Travel_Rarely,0
37,Female,Master,Marketing,Mid,0.1,0.1,1,7000.0,Yes,2.0,2,3,2.0,4.0,3,14,Travel_Rarely,1
23,Male,High School,Sales,Junior,0.8,0.6,3,3500.0,No,4.0,4,1,2.0,3.0,4,29,Travel_Rarely,0
49,Female,Bachelor,Sales,Senior,4.3,1.5,2,8800.0,No,3.0,3,3,,3.0,3,16,Travel_Rarely,0
53,Male,High School,HR,Mid,1.9,0.8,2,6900.0,No,3.0,3,3,4.0,1.0,4,13,Travel_Rarely,0
48,Male,Bachelor,Operations,Lead,16.2,7.3,4,8500.0,No,2.0,4,3,1.0,0.0,4,27,Travel_Rarely,0
41,Female,PhD,Engineering,Junior,4.4,2.1,4,7700.0,No,3.0,4,3,4.0,6.0,3,18,Travel_Rarely,0
45,Male,PhD,Engineering,Senior,12.5,8.7,7,9600.0,Yes,1.0,2,3,3.0,1.0,2,10,Travel_Frequently,0
33,Female,Bachelor,Finance,Senior,0.9,0.6,5,6200.0,No,2.0,1,2,1.0,1.0,4,21,Travel_Frequently,1
56,Female,Bachelor,Operations,Senior,8.0,3.5,4,8800.0,No,2.0,4,2,3.0,6.0,3,21,Travel_Rarely,0
54,Male,Bachelor,Marketing,Lead,1.6,0.6,7,9300.0,No,3.0,4,4,2.0,6.0,3,6,Non-Travel,0
54,Female,Master,Operations,Senior,18.3,7.7,6,8600.0,Yes,3.0,3,4,3.0,5.0,4,22,Travel_Rarely,0
58,Male,Master,Sales,Manager,0.7,0.7,6,11700.0,No,2.0,4,3,,2.0,3,3,Travel_Rarely,0
33,Male,Master,Sales,Mid,2.9,1.8,7,,No,1.0,2,3,2.0,3.0,3,27,Travel_Rarely,1
24,Female,Bachelor,Finance,Mid,6.3,5.7,5,5600.0,No,2.0,1,3,4.0,4.0,4,4,Travel_Rarely,1
22,Female,Bachelor,Marketing,Junior,2.3,2.1,1,4000.0,No,2.0,3,4,3.0,0.0,3,1,Travel_Rarely,0
54,Male,Bachelor,Engineering,Junior,2.5,1.6,3,5800.0,No,3.0,4,3,3.0,4.0,4,11,Travel_Rarely,0
31,Male,Bachelor,Engineering,Junior,17.2,13.7,2,5100.0,No,2.0,3,4,4.0,0.0,3,17,Non-Travel,0
50,Female,Master,Marketing,Junior,2.2,1.0,1,,No,2.0,3,3,1.0,3.0,4,5,Travel_Rarely,1
34,Female,High School,Sales,Junior,3.7,2.9,7,4900.0,No,3.0,1,3,3.0,2.0,3,12,Non-Travel,0
33,Female,Master,Engineering,Junior,0.2,0.1,6,,Yes,2.0,2,3,3.0,4.0,3,20,Travel_Rarely,0
52,Male,Bachelor,HR,Junior,7.4,6.5,1,6200.0,No,2.0,4,3,3.0,0.0,3,23,Non-Travel,0
23,Male,High School,HR,Lead,4.2,1.5,5,6200.0,No,4.0,2,4,1.0,,3,7,Non-Travel,0
56,Male,Master,Marketing,Junior,2.1,1.8,3,8400.0,No,3.0,3,3,1.0,6.0,4,4,Non-Travel,0
44,Female,High School,Engineering,Senior,0.1,0.0,6,7800.0,No,4.0,4,3,3.0,3.0,3,26,Travel_Frequently,0
38,Male,Master,Finance,Junior,3.6,3.3,5,7300.0,Yes,3.0,3,3,1.0,2.0,4,16,Travel_Rarely,1
